level	category_url	category_title	article_no	article_url	article_title	article_label	article_desc	article_weblink_url	article_weblink_label	article_file_url	article_file_title	article_dateModified	article_modifiedBy	article_type
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	259	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52099.aspx		OPENING REMARKS BY MR. WU HONGBO UNDER-SECRETARY-GENERAL FOR...				http://ggim.un.org/knowledgebase/Attachment1937.aspx?AttachmentType=1	Statement-USG.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	260	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52101.aspx		Press release - Measuring sustainable development with       geospatial...				http://ggim.un.org/knowledgebase/Attachment1939.aspx?AttachmentType=1	Press release final.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	261	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52105.aspx		Report on the second session of the GGIM - Arabic				http://ggim.un.org/knowledgebase/Attachment1944.aspx?AttachmentType=1	Report on the second session_a.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	262	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52108.aspx		Report on the second session of the GGIM - Chinese				http://ggim.un.org/knowledgebase/Attachment1946.aspx?AttachmentType=1	Report on the second session_c.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	263	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52110.aspx		Report on the second session of the GGIM - English				http://ggim.un.org/knowledgebase/Attachment1948.aspx?AttachmentType=1	Report on the second session_e.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	264	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52112.aspx		Report on the second session of the GGIM - French				http://ggim.un.org/knowledgebase/Attachment1950.aspx?AttachmentType=1	Report on the second session_f.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	265	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52113.aspx		Report on the second session of the GGIM - Russian				http://ggim.un.org/knowledgebase/Attachment1952.aspx?AttachmentType=1	Report on the second session_r.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	266	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52116.aspx		Report on the second session of the GGIM - Spanish				http://ggim.un.org/knowledgebase/Attachment1954.aspx?AttachmentType=1	Report on the second session_s.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	267	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52132.aspx		Report on the second session of the GGIM - Corrigendum - Arabic				http://ggim.un.org/knowledgebase/Attachment1971.aspx?AttachmentType=1	Corrigendum_Report on the second session_a.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	268	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52133.aspx		Report on the second session of the GGIM - Corrigendum -       Chinese...				http://ggim.un.org/knowledgebase/Attachment1973.aspx?AttachmentType=1	Corrigendum_Report on the second session_c.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	269	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52134.aspx		Report on the third session - English				http://ggim.un.org/knowledgebase/Attachment1972.aspx?AttachmentType=1	Report of the third session_en.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	270	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52135.aspx		Report on the third session - Arabic				http://ggim.un.org/knowledgebase/Attachment1974.aspx?AttachmentType=1	Report of the third session_ar.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	271	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52136.aspx		Report on the second session of the GGIM - Corrigendum -       English...				http://ggim.un.org/knowledgebase/Attachment1976.aspx?AttachmentType=1	Corrigendum_Report on the second session_e.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	272	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52137.aspx		Report on the third session - Chinese				http://ggim.un.org/knowledgebase/Attachment1975.aspx?AttachmentType=1	Report of the third session_ch.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	273	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52138.aspx		Report on the third session - French				http://ggim.un.org/knowledgebase/Attachment1977.aspx?AttachmentType=1	Report of the third session_fr.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	274	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52139.aspx		Report on the third session - Russian				http://ggim.un.org/knowledgebase/Attachment1978.aspx?AttachmentType=1	Report of the third session_ru.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	275	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52140.aspx		Report on the third session - Spanish				http://ggim.un.org/knowledgebase/Attachment1979.aspx?AttachmentType=1	Report of the third session_sp.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	276	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52141.aspx		Report on the second session of the GGIM - Corrigendum - French				http://ggim.un.org/knowledgebase/Attachment1980.aspx?AttachmentType=1	Corrigendum_Report on the second session_f.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	277	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52142.aspx		Report on the second session of the GGIM - Corrigendum - Russian				http://ggim.un.org/knowledgebase/Attachment1981.aspx?AttachmentType=1	Corrigendum_Report on the second session_r.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	278	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52143.aspx		Report on the second session of the GGIM - Corrigendum -       Spanish...				http://ggim.un.org/knowledgebase/Attachment1982.aspx?AttachmentType=1	Corrigendum_Report on the second session_s.pdf	Tuesday, June 26, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	279	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52144.aspx		Report by regional entities and thematic groups				http://ggim.un.org/knowledgebase/Attachment1983.aspx?AttachmentType=1	E-C20-2013-16 Regional Entities Report.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	280	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52145.aspx		Summary on report by regional entities and thematic groups -...				http://ggim.un.org/knowledgebase/Attachment1984.aspx?AttachmentType=1	E-C20-2013-16 Report by Regional Entities Summary_en.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	281	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52146.aspx		Summary on report by regional entities and thematic groups -...				http://ggim.un.org/knowledgebase/Attachment1985.aspx?AttachmentType=1	E-C20-2013-16 Report by Regional Entities Summary_ar.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	282	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52147.aspx		Summary on report by regional entities and thematic groups -...				http://ggim.un.org/knowledgebase/Attachment1986.aspx?AttachmentType=1	E-C20-2013-16 Report by Regional Entities Summary_ch.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	283	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52148.aspx		Summary on report by regional entities and thematic groups -...				http://ggim.un.org/knowledgebase/Attachment1987.aspx?AttachmentType=1	E-C20-2013-16 Report by Regional Entities Summary_fr.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	284	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52149.aspx		Summary on report by regional entities and thematic groups -...				http://ggim.un.org/knowledgebase/Attachment1988.aspx?AttachmentType=1	E-C20-2013-16 Report by Regional Entities Summary_ru.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	285	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52150.aspx		Summary on report by regional entities and thematic groups -...				http://ggim.un.org/knowledgebase/Attachment1989.aspx?AttachmentType=1	E-C20-2013-16 Report by Regional Entities Summary_sp.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	286	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52151.aspx		Report on status of mapping in the world				http://ggim.un.org/knowledgebase/Attachment1990.aspx?AttachmentType=1	E-C20-2013-15 Status of Mapping in the World Report.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	287	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52152.aspx		Summary on status of mapping in the world - English				http://ggim.un.org/knowledgebase/Attachment1991.aspx?AttachmentType=1	E-C20-2013-15 Status of Mapping Summary_en.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	288	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52153.aspx		Summary on status of mapping in the world - Arabic				http://ggim.un.org/knowledgebase/Attachment1992.aspx?AttachmentType=1	E-C20-2013-15 Status of Mapping Summary_ar.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	289	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52154.aspx		Summary on status of mapping in the world - Chinese				http://ggim.un.org/knowledgebase/Attachment1993.aspx?AttachmentType=1	E-C20-2013-15 Status of Mapping Summary_ch.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	290	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52155.aspx		Summary on status of mapping in the world - French				http://ggim.un.org/knowledgebase/Attachment1994.aspx?AttachmentType=1	E-C20-2013-15 Status of Mapping Summary_fr.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	291	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52156.aspx		Summary on status of mapping in the world - Russian				http://ggim.un.org/knowledgebase/Attachment1996.aspx?AttachmentType=1	E-C20-2013-15 Status of Mapping Summary_ru.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	292	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52157.aspx		Summary on status of mapping in the world - Spanish				http://ggim.un.org/knowledgebase/Attachment1997.aspx?AttachmentType=1	E-C20-2013-15 Status of Mapping Summary_sp.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	293	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52158.aspx		Annex of status of mapping in the world - Russian				http://ggim.un.org/knowledgebase/Attachment1998.aspx?AttachmentType=1	ISPRS Status of Mapping figures.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	294	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52181.aspx		Status Report on Hydrography and Mapping of the World’s Seas,...				http://ggim.un.org/knowledgebase/Attachment2022.aspx?AttachmentType=1	E-C.20-2013-10_IHO Land and Marine background paper.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	295	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52182.aspx		Critical Issues Relating to the Integration of Land and       Marine...				http://ggim.un.org/knowledgebase/Attachment2023.aspx?AttachmentType=1	E_C.20-2013_10_FIG Land and Marine background paper.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	296	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52183.aspx		Report on critical issues relating to the integration of land       and...				http://ggim.un.org/knowledgebase/Attachment2024.aspx?AttachmentType=1	E-C20-2013-10_Add1_Integrating Land and Marine GI Report.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	297	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52184.aspx		Summary on critical issues relating to the integration of       land...				http://ggim.un.org/knowledgebase/Attachment2025.aspx?AttachmentType=1	E-C20-2013-10 Integrating Land and Marine GI Summary_en.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	298	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52185.aspx		Summary on critical issues relating to the integration of       land...				http://ggim.un.org/knowledgebase/Attachment2026.aspx?AttachmentType=1	E-C20-2013-10 Integrating Land and Marine GI Summary_ar.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	299	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52186.aspx		Summary on critical issues relating to the integration of       land...				http://ggim.un.org/knowledgebase/Attachment2028.aspx?AttachmentType=1	E-C20-2013-10 Integrating Land and Marine GI Summary_ch.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	300	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52187.aspx		Summary on critical issues relating to the integration of       land...				http://ggim.un.org/knowledgebase/Attachment2029.aspx?AttachmentType=1	E-C20-2013-10 Integrating Land and Marine GI Summary_fr.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	301	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52188.aspx		Summary on critical issues relating to the integration of       land...				http://ggim.un.org/knowledgebase/Attachment2030.aspx?AttachmentType=1	E-C20-2013-10 Integrating Land and Marine GI Summary_ru.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	302	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52189.aspx		Summary on critical issues relating to the integration of       land...				http://ggim.un.org/knowledgebase/Attachment2031.aspx?AttachmentType=1	E-C20-2013-10 Integrating Land and Marine GI Summary_sp.pdf	Tuesday, June 26, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	303	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52235.aspx		Report on future trends in geospatial information management				http://ggim.un.org/knowledgebase/Attachment2081.aspx?AttachmentType=1	E-C20-2013-3 Future Trends in GIM Report.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	304	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52236.aspx		Summary on future trends in geospatial information management       -...				http://ggim.un.org/knowledgebase/Attachment2082.aspx?AttachmentType=1	E-C20-2013-3 Future Trends Summary_en.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	305	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52237.aspx		Summary on future trends in geospatial information management       -...				http://ggim.un.org/knowledgebase/Attachment2083.aspx?AttachmentType=1	E-C20-2013-3 Future Trends Summary_ar.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	306	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52238.aspx		Summary on future trends in geospatial information management       -...				http://ggim.un.org/knowledgebase/Attachment2084.aspx?AttachmentType=1	E-C20-2013-3 Future Trends Summary_ch.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	307	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52239.aspx		Summary on future trends in geospatial information management       -...				http://ggim.un.org/knowledgebase/Attachment2085.aspx?AttachmentType=1	E-C20-2013-3 Future Trends Summary_fr.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	308	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52240.aspx		Summary on future trends in geospatial information management       -...				http://ggim.un.org/knowledgebase/Attachment2086.aspx?AttachmentType=1	E-C20-2013-3 Future Trends Summary_ru.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	309	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52241.aspx		Summary on future trends in geospatial information management       -...				http://ggim.un.org/knowledgebase/Attachment2087.aspx?AttachmentType=1	E-C20-2013-3 Future Trends Summary_sp.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	310	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52242.aspx		Provisional rules of procedure				http://ggim.un.org/knowledgebase/Attachment2088.aspx?AttachmentType=1	E-C20-2013-2-Rules of procedure.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	311	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52243.aspx		Organization of the work of the session						Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	312	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52244.aspx		Provisional Annotated Agenda - English				http://ggim.un.org/knowledgebase/Attachment2089.aspx?AttachmentType=1	E-C20-2013-1 Provisional Agenda_en.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	313	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52245.aspx		List of Participants				http://ggim.un.org/knowledgebase/Attachment2090.aspx?AttachmentType=1	E_C_20_2012_INF2_23 August.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	314	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52246.aspx		Provisional Annotated Agenda - Arabic				http://ggim.un.org/knowledgebase/Attachment2091.aspx?AttachmentType=1	E-C20-2013-1 Provisional Agenda_ar.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	315	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52247.aspx		Documentation for the Session				http://ggim.un.org/knowledgebase/Attachment2092.aspx?AttachmentType=1	E_C.20_2012_INF1_Documentation for the Conf.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	316	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52248.aspx		Provisional Annotated Agenda - Chinese				http://ggim.un.org/knowledgebase/Attachment2094.aspx?AttachmentType=1	E-C20-2013-1 Provisional Agenda_ch.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	317	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52249.aspx		Provisional Annotated Agenda - French				http://ggim.un.org/knowledgebase/Attachment2095.aspx?AttachmentType=1	E-C20-2013-1 Provisional Agenda_fr.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	318	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52250.aspx		Provisional Annotated Agenda - Russian				http://ggim.un.org/knowledgebase/Attachment2096.aspx?AttachmentType=1	E-C20-2013-1 Provisional Agenda_ru.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	319	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52251.aspx		Provisional Annotated Agenda - Spanish				http://ggim.un.org/knowledgebase/Attachment2097.aspx?AttachmentType=1	E-C20-2013-1 Provisional Agenda_sp.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	320	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52252.aspx		List of participants				http://ggim.un.org/knowledgebase/Attachment2098.aspx?AttachmentType=1	E_C_20_2013_INF2_FINAL_12 Aug.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	321	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52253.aspx		GGIM Report on the fifth session - Chinese				http://ggim.un.org/knowledgebase/Attachment2099.aspx?AttachmentType=1	E-2015-46-E-C.20-2015-17_GGIM5 Report_ch.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	322	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52254.aspx		GGIM Report on the fifth session - French				http://ggim.un.org/knowledgebase/Attachment2100.aspx?AttachmentType=1	E-2015-46-E-C.20-2015-17_GGIM5 Report_fr.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	323	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52255.aspx		GGIM Report on the fifth session - Russian				http://ggim.un.org/knowledgebase/Attachment2102.aspx?AttachmentType=1	E-2015-46-E-C.20-2015-17_GGIM5 Report_ru.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	324	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52256.aspx		GGIM Report on the fifth session - Spanish				http://ggim.un.org/knowledgebase/Attachment2103.aspx?AttachmentType=1	E-2015-46-E-C.20-2015-17_GGIM5 Report_sp.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	325	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52257.aspx		Documentation for the Session				http://ggim.un.org/knowledgebase/Attachment2104.aspx?AttachmentType=1	Documentation for the Session_E_C20_2015_INF1.pdf	Wednesday, June 27, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	326	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52258.aspx		Provisional agenda and annotations - Arabic				http://ggim.un.org/knowledgebase/Attachment2105.aspx?AttachmentType=1	E_C.20_2012_1_ Provisional-Agenda_a.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	327	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52259.aspx		Provisional agenda and annotations - Chinese				http://ggim.un.org/knowledgebase/Attachment2106.aspx?AttachmentType=1	E_C.20_2012_1_ Provisional-Agenda_c.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	328	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52260.aspx		Provisional agenda and annotations - English				http://ggim.un.org/knowledgebase/Attachment2107.aspx?AttachmentType=1	E_C.20_2012_1_ Provisional-Agenda_e.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	329	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52261.aspx		Provisional agenda and annotations - French				http://ggim.un.org/knowledgebase/Attachment2108.aspx?AttachmentType=1	E_C.20_2012_1_ Provisional-Agenda_f.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	330	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52262.aspx		Provisional agenda and annotations - Russian				http://ggim.un.org/knowledgebase/Attachment2109.aspx?AttachmentType=1	E_C.20_2012_1_ Provisional-Agenda_r.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	331	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52263.aspx		Provisional agenda and annotations - Spanish				http://ggim.un.org/knowledgebase/Attachment2110.aspx?AttachmentType=1	E_C.20_2012_1_ Provisional-Agenda_s.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	332	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52264.aspx		Organization of the work of the session				http://ggim.un.org/knowledgebase/Attachment2111.aspx?AttachmentType=1	E_C.20_2012_L1_ Organization-of-Work.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	333	http://ggim.un.org/knowledgebase/KnowledgebaseArticle52265.aspx		Rules of procedure - Summary - Arabic				http://ggim.un.org/knowledgebase/Attachment2112.aspx?AttachmentType=1	E-C20-2012-2-Rules of procedure_a.pdf	Wednesday, June 27, 2018	Staff Consultant	INFO
